"userid","userenabled","title","district","facility","value","occupation","phone_present","biography_present"
34118,1,"physician","4","0737V","VHA – Physician: Medicine including all sub-specialties (AES 13)","AES 13",t,t
34119,1,"","1","314","VBA – Veterans Service Representative (AES 377)","AES 377",t,t
34120,1,"TRAINING INSTRUCTOR","1","573A4","VHA – Educator/Learning Officer (for example Nursing Educator, Designated Learning Officer, Designated Education Officer) (AES 119)","AES 119",t,t
34121,1,"Director","1","101","VACO – Management Analyst (AES 424)","AES 424",t,t
34123,1,"MD","3","618","VHA – Physician: All other physicians (AES 14)","AES 14",t,t
34124,1,"Peer Support Apprentice","3","695GD","VHA – WG Employee at WG-5 through WG-8 (AES 62)","AES 62",t,t
34125,1,"Systems & Procedure Analyst","1","101","VBA – Systems and Procedures Analyst (AES 366)","AES 366",t,t
34126,1,"Clinical Psychologist","3","0405V","VHA – Psychologist (AES 30)","AES 30",f,f
34127,1,"Claims Assistant","2","355","VBA – Claims Assistant (AES 313)","AES 313",t,t
34128,1,"Acting Director, Cooperative Studies Program","1","101","VHA – Administrative employee at or above the GS-15 and Title 38 equivalent level including members of facility, VISN, and CO program office senior leadership teams (AES 53)","AES 53",t,t
34129,1,"Psychologist/Team Leader","3","556","VHA – Psychologist (AES 30)","AES 30",t,t
34130,1,"VSR","1","318","VBA – Veterans Service Representative (AES 377)","AES 377",t,t
34131,1,"Health systems Specialist","1","512A5","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",f,f
34132,1,"Vocational Rehabilitation Counselor","1","309","VBA – Vocational Rehabilitation Counselor (AES 373)","AES 373",t,t
34133,1,"Clinical Nurse Manager Emergency Department","4","564","VHA – RN: Level II (AES 22)","AES 22",t,t
34134,1,"VSR","1","310","VBA – Veteran Claims Examiners (AES 372)","AES 372",t,t
34136,1,"Associate Center Director for Project Management","1","523","VHA – Work Leader (WL) or Work Supervisor (WS) (AES 64)","AES 64",t,t
34139,1,"QUERI Program Coordinator","1","101","VHA – Health Technician (AES 75)","AES 75",t,t
34140,1,"Program Analyst","1","101","VACO – Misc. Admin and Program (AES 425)","AES 425",t,t
34141,1,"Program Analyst","5","662","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
34142,1,"","","","","",t,t
34143,1,"PC-MHI RN Care Manager","4","564","VHA – Other certified or licensed hands-on direct patient care provider (AES 36)","AES 36",t,t
34144,1,"","3","550","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
34145,1,"VISN 18 My HealtheVet Coordinator","1","10N18","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
34146,1,"Executive Assistant","1","101","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
34147,1,"Chief, PMRS","1","573","VHA – Physician: All other physicians (AES 14)","AES 14",t,t
34148,1,"Assistant CFO","4","623","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
34149,1,"Social Worker","2","621","VHA – Social Worker (AES 31)","AES 31",t,t
34150,1,"Non VA Care Team Lead (Authorizations)","3","583","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
34151,1,"Chief, Inpoateint Nursing","1","607","VHA – RN: Level IV (AES 24)","AES 24",t,t
34152,1,"Human Resources Specialist","1","10N20","VHA – Human Resources Specialist (AES 74)","AES 74",t,t
34153,1,"Coding Compliance Analyst-Auditor","2","603","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
34154,1,"Research Health Science Specialist","4","674","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",f,f
34155,1,"RN-Staff Nurse","2","621","VHA – RN: Level II (AES 22)","AES 22",t,t
34156,1,"","1","636A6","VHA – Psychologist (AES 30)","AES 30",t,t
34157,1,"Counsel","1","101","VACO – Attorney-Adviser (AES 406)","AES 406",t,t
34159,1,"Psychiatric nurse practitioner","1","603","VHA – Nurse Practitioner (AES 20)","AES 20",t,t
34160,1,"Program Analyst","3","537","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
34161,1,"Informatics Nurse","1","589A4","VHA – RN: Level III (AES 23)","AES 23",t,t
34162,1,"Psychologist","5","640","VHA – Psychologist (AES 30)","AES 30",t,t
34163,1,"Counselor","4","0703V","VHA – Clinical Nurse Specialist (AES 42)","AES 42",t,t
34164,1,"PSA","2","603","VBA – Program Support Assistant (AES 357)","AES 357",f,t
34165,1,"","1","659","VHA – RN: Level III (AES 23)","AES 23",t,t
34166,1,"System Redesign Coordinator","1","463","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
34167,1,"Systems Redesign Coordinator","5","668","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
34168,1,"Performance Improvement Specialist","3","537","VHA – RN: Level III (AES 23)","AES 23",t,t
34169,1,"Chief of Police","1","659","VHA – Police Officer (AES 45)","AES 45",t,t
34170,1,"HSS","1","632","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
34171,1,"Director, Performace Improvement & Risk Management","3","676","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
34172,1,"Neuropsychologist","5","593","VHA – Psychologist (AES 30)","AES 30",t,t
34173,1,"QM Specialist","1","673","VHA – RN: Level III (AES 23)","AES 23",t,t
34174,1,"MRT","3","730","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
34177,1,"","3","730","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
34183,1,"Procurement Program Manager","3","541","VHA – Pharmacy Technician (AES 29)","AES 29",t,t
34188,1,"VCE","4","351","VBA – Veteran Claims Examiners (AES 372)","AES 372",t,t
34191,1,"Veterans Claims Examiner-Phone Tech","4","351","VBA – Veteran Claims Examiners (AES 372)","AES 372",t,t
34195,1,"","4","351","VBA – Veteran Claims Examiners (AES 372)","AES 372",t,t
34196,1,"VCE phone TECh","1","351","VBA – Veteran Claims Examiners (AES 372)","AES 372",t,t
34197,1,"","4","351","VBA – Veteran Claims Examiners (AES 372)","AES 372",t,t
34199,1,"VETERAN CLAIMS EXAMINER","4","351","VBA – Veteran Claims Examiners (AES 372)","AES 372",t,t
34200,1,"Education Benefit Specialist - ECC","4","351","VBA – Veteran Claims Examiners (AES 372)","AES 372",t,t
34202,1,"","5","459","VBA – Management & Program Analyst (AES 346)","AES 346",t,t
34203,1,"Program Analyst","5","10N21","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
34204,1,"","1","101","Other (including Contractor)","tractor",t,t
34205,1,"PMHCNS-BC","1","659","VHA – RN: Level III (AES 23)","AES 23",t,t
34206,1,"Director, Database Management & Logistics Service","1","101","VACO – Management Analyst (AES 424)","AES 424",t,t
34208,1,"mas","1","674BY","VHA – Clinic Scheduler (AES 49)","AES 49",t,t
34209,1,"Supervisor","3","553","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
34210,1,"supervisory program specialist","1","101","Other (including Contractor)","tractor",t,t
34211,1,"Veterans Service Representative","1","316","VBA – Veterans Service Representative (AES 377)","AES 377",t,t
34212,1,"Supervisory Veterans Claims Examiner","1","310","VBA – Insurance Specialist (AES 336)","AES 336",t,t
34213,1,"VSR","3","335","VBA – Veterans Service Representative (AES 377)","AES 377",t,t
34214,1,"Coach","3","452","VBA – Veterans Service Representative (AES 377)","AES 377",t,t
34215,1,"Chief, Quality Control","5","501","VBA – Quality Assurance Specialist (AES 375)","AES 375",t,t
34218,1,"VSR","4","341","VBA – Veterans Service Representative (AES 377)","AES 377",t,t
34221,1,"VSR","1","459","VBA – Veterans Service Representative (AES 377)","AES 377",t,t
34222,1,"Management Analyst","1","335","VBA – Management Analyst (AES 347)","AES 347",t,t
34223,1,"Administrative Support Assistant","4","674A4","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
34224,1,"HUD-VASH Case Manger","4","674BY","VHA – Social Worker (AES 31)","AES 31",t,t
34225,1,"Associate Director VA Mid-South CMOP","2","101","VHA – Pharmacist (AES 28)","AES 28",t,t
34226,1,"","4","598","VHA – RN: Level III (AES 23)","AES 23",t,t
34227,1,"Supervisor, Support Services","1","310","VBA – Management Assistant (AES 348)","AES 348",t,t
34228,1,"Peer Specialist","4","674A4","VHA – Other certified or licensed hands-on direct patient care provider (AES 36)","AES 36",t,t
34229,1,"RVSR","4","351","VBA – Veterans Service Representative (AES 377)","AES 377",t,t
34230,1,"Registered Nurse","3","515","VHA – RN: Level III (AES 23)","AES 23",f,t
34232,1,"Nurse Practitioner","3","695","VHA – Nurse Practitioner (AES 20)","AES 20",t,t
34233,1,"Rn","4","0713V","VHA – RN: Level II (AES 22)","AES 22",t,t
34234,1,"RVSR","5","459","VBA – Veterans Service Representative (AES 377)","AES 377",t,t
34235,1,"APRN","1","596A4","VHA – Certified Registered Nurse Anesthetist (CRNA) (AES 17)","AES 17",t,t
34236,1,"Social worker","2","596","VHA – Social Worker (AES 31)","AES 31",t,t
34237,1,"PC/PCMHI/MH Social Worker","2","596","VHA – Social Worker (AES 31)","AES 31",t,t
34238,1,"Social worker","1","596GD","VHA – Social Worker (AES 31)","AES 31",t,t
34239,1,"","2","596","VHA – Social Worker (AES 31)","AES 31",f,t
34240,1,"Behavioral Health Specialist,PCMHI,LCSW","2","596","VHA – Social Worker (AES 31)","AES 31",t,t
34241,1,"SOCIAL WORKER","2","596","VHA – Social Worker (AES 31)","AES 31",t,t
34242,1,"PCMHI Social Worker","1","596","VHA – Social Worker (AES 31)","AES 31",t,t
34243,1,"PC - PCMHI - MH Social Worker","2","596GA","VHA – Social Worker (AES 31)","AES 31",f,t
34244,1,"MH/PCMHI","2","596","VHA – Social Worker (AES 31)","AES 31",t,t
34246,1,"Administrative Officer","1","534","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
34247,1,"Administrative Officer","1","509","VHA – Administrative or clerical employee working in a clinical area (for example a Ward Secretary, Radiology Receptionist) (AES 40)","AES 40",t,t
34249,1,"Administrative Officer","2","544","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
34250,1,"Chief Financial Management","2","619","VBA – Financial Officer (AES 331)","AES 331",t,t
34251,1,"Administrative Services Manager, Medicine Service","2","544","VHA – Administrative or clerical employee working in a clinical area (for example a Ward Secretary, Radiology Receptionist) (AES 40)","AES 40",t,t
34252,1,"VISN 7 EEO Program Manager","2","508","VACO – EEO Specialist (AES 412)","AES 412",t,t
34253,1,"Department Head","3","556","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
34254,1,"MCA Program Analyst","5","649","VHA – Decision Support System (DSS) (AES 55)","AES 55",t,t
34255,1,"RVSR","1","346","VBA – Veterans Service Representative (AES 377)","AES 377",t,t
34256,1,"RVSR","5","377","VBA – Veteran Claims Examiners (AES 372)","AES 372",t,f
34257,1,"LPN","3","101","VHA – Other certified or licensed hands-on direct patient care provider (AES 36)","AES 36",t,t
34261,1,"Deputy CFO","2","619","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
34262,1,"Agent Cashier","2","619A4","OIT – Financial Services – including Budget Analyst, Budget Technician/Budget Assistant, Accountant, Systems and Procedures Analyst (AES 219)","AES 219",t,t
34264,1,"Payroll Technician","2","619","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
34268,1,"Psychologist (Substance Abuse Treatment Program)","4","740","VHA – Psychologist (AES 30)","AES 30",t,t
34269,1,"Supervisory Psychologist","4","740","VHA – Psychologist (AES 30)","AES 30",t,t
34270,1,"Certified Tumor Registrar","2","516","Other (including Contractor)","tractor",t,t
34275,1,"N A","1","674","VHA – Nursing Assistant (AES 27)","AES 27",t,t
34276,1,"VSR","1","377","VBA – Veterans Service Representative (AES 377)","AES 377",t,t
34277,1,"Management & Program Analyst","4","339","VBA – Management & Program Analyst (AES 346)","AES 346",t,t
34278,1,"RVSR","5","377","VBA – Veteran Claims Examiners (AES 372)","AES 372",t,t
34279,1,"Local Recovery Coordinator","4","740","VHA – Psychologist (AES 30)","AES 30",t,t
34281,1,"Nurse","3","553","VHA – RN: Level II (AES 22)","AES 22",t,t
34282,1,"LPN","2","0307V","VHA – LPN (AES 26)","AES 26",t,t
34283,1,"Chief, Clinical Informatics        Edward Hines VA Hospital","3","578","VHA – Clinical Informatics (AES 48)","AES 48",t,t
34284,1,"RN","1","590","VHA – RN: Level II (AES 22)","AES 22",t,t
34285,1,"Chief, Imaging","2","509","VHA – Physician: All other physicians (AES 14)","AES 14",t,t
34286,1,"Staff Nurse","4","674","VHA – Other certified or licensed hands-on direct patient care provider (AES 36)","AES 36",t,t
34287,1,"AVSCM","2","316","VBA – Service Center Manager (AES 362)","AES 362",t,t
34288,1,"Coach/First Line Supervisor","1","316","VBA – Veterans Service Representative (AES 377)","AES 377",f,f
34289,1,"Supervisory Veterans Service Representative","2","316","VHA – Work Leader (WL) or Work Supervisor (WS) (AES 64)","AES 64",t,t
34290,1,"Coach","2","316","VBA – Contact Representative (AES 319)","AES 319",t,t
34292,1,"QM Consultant","1","549","VHA – Work Leader (WL) or Work Supervisor (WS) (AES 64)","AES 64",t,t
34293,1,"NA","1","674","VHA – Nursing Assistant (AES 27)","AES 27",t,t
34294,1,"Assistant Coach","3","335","VBA – Veterans Service Representative (AES 377)","AES 377",t,t
34295,1,"Staff Nurse","1","674","VHA – RN: Level I (AES 21)","AES 21",t,t
34296,1,"EMS Housekeeper","3","636A8","VHA – WG Employee at WG-5 through WG-8 (AES 62)","AES 62",t,t
